Time,CH0,CH1,CH2,CH3
6.2886,0,0,0,0
6.2888,0,0,0,0
6.289,0,0,0,0
6.2892,0,0,0,0
6.2894,0,0,0,0
6.2896,0,0,0,0
6.2898,0,0,0,0
6.29,0,0,0,0
6.2902,0,0,0,0
6.2904,0,0,0,0
6.2906,0,0,0,0
6.2908,0,0,0,0
6.291,0,0,0,0
6.2912,0,0,0,0
6.2914,0,0,0,0
6.2916,0,0,0,0
6.2918,0,0,0,0
6.292,0,0,0,0
6.2922,0,0,0,0
6.2924,0,0,0,0
6.2926,0,0,0,0
6.2928,0,0,0,0
6.293,0,0,0,0
6.2932,0,0,0,0
6.2934,0,0,0,0
6.2936,0,0,0,0
6.2938,0,0,0,0
6.294,0,0,0,0
6.2942,0,0,0,0
6.2944,0,0,0,0
6.2946,0,0,0,0
6.2948,0,0,0,0
6.295,0,0,0,0
6.2952,0,0,0,0
6.2954,0,0,0,0
6.2956,0,0,0,0
6.2958,0,0,0,0
6.296,0,0,0,0
6.2962,0,0,0,0
6.2964,0,0,0,0
6.2966,0,0,0,0
6.2968,0,0,0,0
6.297,0,0,0,0
6.2972,0,0,0,0
6.2974,0,0,0,0
6.2976,0,0,0,0
6.2978,0,0,0,0
6.298,0,0,0,0
6.2982,0,0,0,0
6.2984,0,0,0,0
6.2986,0,0,0,0
6.2988,0,0,0,0
6.299,0,0,0,0
6.2992,0,0,0,0
6.2994,0,0,0,0
6.2996,0,0,0,0
6.2998,0,0,0,0
6.3,0,0,0,0
6.3002,0,0,0,0
6.3004,0,0,0,0
6.3006,0,0,0,0
6.3008,0,0,0,0
6.301,0,0,0,0
6.3012,0,0,0,0
6.3014,0,0,0,0
6.3016,0,0,0,0
6.3018,0,0,0,0
6.302,0,0,0,0
6.3022,0,0,0,0
6.3024,0,0,0,0
6.3026,0,0,0,0
6.3028,0,0,0,0
6.303,0,0,0,0
6.3032,0,0,0,0
6.3034,0,0,0,0
6.3036,0,0,0,0
6.3038,0,0,0,0
6.304,0,0,0,0
6.3042,0,0,0,0
6.3044,0,0,0,0
6.3046,0,0,0,0
6.3048,0,0,0,0
6.305,0,0,0,0
6.3052,0,0,0,0
6.3054,0,0,0,0
6.3056,0,0,0,0
6.3058,0,0,0,0
6.306,0,0,0,0
6.3062,0,0,0,0
6.3064,0,0,0,0
6.3066,0,0,0,0
6.3068,0,0,0,0
6.307,0,0,0,0
6.3072,0,0,0,0
6.3074,0,0,0,0
6.3076,0,0,0,0
6.3078,0,0,0,0
6.308,0,0,0,0
6.3082,0,0,0,0
6.3084,0,0,0,0
6.3086,0,0,0,0
6.3088,0,0,0,0
6.309,0,0,0,0
6.3092,0,0,0,0
6.3094,0,0,0,0
6.3096,0,0,0,0
6.3098,0,0,0,0
6.31,0,0,0,0
6.3102,0,0,0,0
6.3104,0,0,0,0
6.3106,0,0,0,0
6.3108,0,0,0,0
6.311,0,0,0,0
6.3112,0,0,0,0
6.3114,0,0,0,0
6.3116,0,0,0,0
6.3118,0,0,0,0
6.312,0,0,0,0
6.3122,0,0,0,0
6.3124,0,0,0,0
6.3126,0,0,0,0
6.3128,0,0,0,0
6.313,0,0,0,0
6.3132,0,0,0,0
6.3134,0,0,0,0
6.3136,0,0,0,0
6.3138,0,0,0,0
6.314,0,0,0,0
6.3142,0,0,0,0
6.3144,0,0,0,0
6.3146,0,0,0,0
6.3148,0,0,0,0
6.315,0,0,0,0
6.3152,0,0,0,0
6.3154,0,0,0,0
6.3156,0,0,0,0
6.3158,0,0,0,0
6.316,0,0,0,0
6.3162,0,0,0,0
6.3164,0,0,0,0
6.3166,0,0,0,0
6.3168,0,0,0,0
6.317,0,0,0,0
6.3172,0,0,0,0
6.3174,0,0,0,0
6.3176,0,0,0,0
6.3178,0,0,0,0
6.318,0,0,0,0
6.3182,0,0,0,0
6.3184,0,0,0,0
6.3186,0,0,0,0
6.3188,0,0,0,0
6.319,0,0,0,0
6.3192,0,0,0,0
6.3194,0,0,0,0
6.3196,0,0,0,0
6.3198,0,0,0,0
6.32,0,0,0,0
6.3202,0,0,0,0
6.3204,0,0,0,0
6.3206,0,0,0,0
6.3208,0,0,0,0
6.321,0,0,0,0
6.3212,0,0,0,0
6.3214,0,0,0,0
6.3216,0,0,0,0
6.3218,0,0,0,0
6.322,0,0,0,0
6.3222,0,0,0,0
6.3224,0,0,0,0
6.3226,0,0,0,0
6.3228,0,0,0,0
6.323,0,0,0,0
6.3232,0,0,0,0
6.3234,0,0,0,0
6.3236,0,0,0,0
6.3238,0,0,0,0
6.324,0,0,0,0
6.3242,0,0,0,0
6.3244,0,0,0,0
6.3246,0,0,0,0
6.3248,0,0,0,0
6.325,0,0,0,0
6.3252,0,0,0,0
6.3254,0,0,0,0
6.3256,0,0,0,0
6.3258,0,0,0,0
6.326,0,0,0,0
6.3262,0,0,0,0
6.3264,0,0,0,0
6.3266,0,0,0,0
6.3268,0,0,0,0
6.327,0,0,0,0
6.3272,0,0,0,0
6.3274,0,0,0,0
6.3276,0,0,0,0
6.3278,0,0,0,0
6.328,0,0,0,0
6.3282,0,0,0,0
6.3284,0,0,0,0
6.3286,0,0,0,0
6.3288,0,0,0,0
6.329,0,0,0,0
6.3292,0,0,0,0
6.3294,0,0,0,0
6.3296,0,0,0,0
6.3298,0,0,0,0
6.33,0,0,0,0
6.3302,0,0,0,0
6.3304,0,0,0,0
6.3306,0,0,0,0
6.3308,0,0,0,0
6.331,0,0,0,0
6.3312,0,0,0,0
6.3314,0,0,0,0
6.3316,0,0,0,0
6.3318,0,0,0,0
6.332,0,0,0,0
6.3322,0,0,0,0
6.3324,0,0,0,0
6.3326,0,0,0,0
6.3328,0,0,0,0
6.333,0,0,0,0
6.3332,0,0,0,0
6.3334,0,0,0,0
6.3336,0,0,0,0
6.3338,0,0,0,0
6.334,0,0,0,0
6.3342,0,0,0,0
6.3344,0,0,0,0
6.3346,0,0,0,0
6.3348,0,0,0,0
6.335,0,0,0,0
6.3352,0,0,0,0
6.3354,0,0,0,0
6.3356,0,0,0,0
6.3358,0,0,0,0
6.336,0,0,0,0
6.3362,0,0,0,0
6.3364,0,0,0,0
6.3366,0,0,0,0
6.3368,0,0,0,0
6.337,0,0,0,0
6.3372,0,0,0,0
6.3374,0,0,0,0
6.3376,0,0,0,0
6.3378,0,0,0,0
6.338,0,0,0,0
6.3382,0,0,0,0
6.3384,0,0,0,0
6.3386,0,0,0,0
6.3388,0,0,0,0
6.339,0,0,0,0
6.3392,0,0,0,0
6.3394,0,0,0,0
6.3396,0,0,0,0
6.3398,0,0,0,0
6.34,0,0,0,0
6.3402,0,0,0,0
6.3404,0,0,0,0
6.3406,0,0,0,0
6.3408,0,0,0,0
6.341,0,0,0,0
6.3412,0,0,0,0
6.3414,0,0,0,0
6.3416,0,0,0,0
6.3418,0,0,0,0
6.342,0,0,0,0
6.3422,0,0,0,0
6.3424,0,0,0,0
6.3426,0,0,0,0
6.3428,0,0,0,0
6.343,0,0,0,0
6.3432,0,0,0,0
6.3434,0,0,0,0
6.3436,0,0,0,0
6.3438,0,0,0,0
6.344,0,0,0,0
6.3442,0,0,0,0
6.3444,0,0,0,0
6.3446,0,0,0,0
6.3448,0,0,0,0
6.345,0,0,0,0
6.3452,0,0,0,0
6.3454,0,0,0,0
6.3456,0,0,0,0
6.3458,0,0,0,0
6.346,0,0,0,0
6.3462,0,0,0,0
6.3464,0,0,0,0
6.3466,0,0,0,0
6.3468,0,0,0,0
6.347,0,0,0,0
6.3472,0,0,0,0
6.3474,0,0,0,0
6.3476,0,0,0,0
6.3478,0,0,0,0
6.348,0,0,0,0
6.3482,0,0,0,0
6.3484,0,0,0,0
6.3486,0,0,0,0
6.3488,0,0,0,0
6.349,0,0,0,0
6.3492,0,0,0,0
6.3494,0,0,0,0
6.3496,0,0,0,0
6.3498,0,0,0,0
6.35,0,0,0,0
6.3502,0,0,0,0
6.3504,0,0,0,0
6.3506,0,0,0,0
6.3508,0,0,0,0
6.351,0,0,0,0
6.3512,0,0,0,0
6.3514,0,0,0,0
6.3516,0,0,0,0
6.3518,0,0,0,0
6.352,0,0,0,0
6.3522,0,0,0,0
6.3524,0,0,0,0
6.3526,0,0,0,0
6.3528,0,0,0,0
6.353,0,0,0,0
6.3532,0,0,0,0
6.3534,0,0,0,0
6.3536,0,0,0,0
6.3538,0,0,0,0
6.354,0,0,0,0
6.3542,0,0,0,0
6.3544,0,0,0,0
6.3546,0,0,0,0
6.3548,0,0,0,0
6.355,0,0,0,0
6.3552,0,0,0,0
6.3554,0,0,0,0
6.3556,0,0,0,0
6.3558,0,0,0,0
6.356,0,0,0,0
6.3562,0,0,0,0
6.3564,0,0,0,0
6.3566,0,0,0,0
6.3568,0,0,0,0
6.357,0,0,0,0
6.3572,0,0,0,0
6.3574,0,0,0,0
6.3576,0,0,0,0
6.3578,0,0,0,0
6.358,0,0,0,0
6.3582,0,0,0,0
6.3584,0,0,0,0
6.3586,0,0,0,0
6.3588,0,0,0,0
6.359,0,0,0,0
6.3592,0,0,0,0
6.3594,0,0,0,0
6.3596,0,0,0,0
6.3598,0,0,0,0
6.36,0,0,0,0
6.3602,0,0,0,0
6.3604,0,0,0,0
6.3606,0,0,0,0
6.3608,0,0,0,0
6.361,0,0,0,0
6.3612,0,0,0,0
6.3614,0,0,0,0
6.3616,0,0,0,0
6.3618,0,0,0,0
6.362,0,0,0,0
6.3622,0,0,0,0
6.3624,0,0,0,0
6.3626,0,0,0,0
6.3628,0,0,0,0
6.363,0,0,0,0
6.3632,0,0,0,0
6.3634,0,0,0,0
6.3636,0,0,0,0
6.3638,0,0,0,0
6.364,0,0,0,0
6.3642,0,0,0,0
6.3644,0,0,0,0
6.3646,0,0,0,0
6.3648,0,0,0,0
6.365,0,0,0,0
6.3652,0,0,0,0
6.3654,0,0,0,0
6.3656,0,0,0,0
6.3658,0,0,0,0
6.366,0,0,0,0
6.3662,0,0,0,0
6.3664,0,0,0,0
6.3666,0,0,0,0
6.3668,0,0,0,0
6.367,0,0,0,0
6.3672,0,0,0,0
6.3674,0,0,0,0
6.3676,0,0,0,0
6.3678,0,0,0,0
6.368,0,0,0,0
6.3682,0,0,0,0
6.3684,0,0,0,0
6.3686,0,0,0,0
6.3688,0,0,0,0
6.369,0,0,0,0
6.3692,0,0,0,0
6.3694,0,0,0,0
6.3696,0,0,0,0
6.3698,0,0,0,0
6.37,0,0,0,0
6.3702,0,0,0,0
6.3704,0,0,0,0
6.3706,0,0,0,0
6.3708,0,0,0,0
6.371,0,0,0,0
6.3712,0,0,0,0
6.3714,0,0,0,0
6.3716,0,0,0,0
6.3718,0,0,0,0
6.372,0,0,0,0
6.3722,0,0,0,0
6.3724,0,0,0,0
6.3726,0,0,0,0
6.3728,0,0,0,0
6.373,0,0,0,0
6.3732,0,0,0,0
6.3734,0,0,0,0
6.3736,0,0,0,0
6.3738,0,0,0,0
6.374,0,0,0,0
6.3742,0,0,0,0
6.3744,0,0,0,0
6.3746,0,0,0,0
6.3748,0,0,0,0
6.375,0,0,0,0
6.3752,0,0,0,0
6.3754,0,0,0,0
6.3756,0,0,0,0
6.3758,0,0,0,0
6.376,0,0,0,0
6.3762,0,0,0,0
6.3764,0,0,0,0
6.3766,0,0,0,0
6.3768,0,0,0,0
6.377,0,0,0,0
6.3772,0,0,0,0
6.3774,0,0,0,0
6.3776,0,0,0,0
6.3778,0,0,0,0
6.378,0,0,0,0
6.3782,0,0,0,0
6.3784,0,0,0,0
6.3786,0,0,0,0
6.3788,0,0,0,0
6.379,0,0,0,0
6.3792,0,0,0,0
6.3794,0,0,0,0
6.3796,0,0,0,0
6.3798,0,0,0,0
6.38,0,0,0,0
6.3802,0,0,0,0
6.3804,0,0,0,0
6.3806,0,0,0,0
6.3808,0,0,0,0
6.381,0,0,0,0
6.3812,0,0,0,0
6.3814,0,0,0,0
6.3816,0,0,0,0
6.3818,0,0,0,0
6.382,0,0,0,0
6.3822,0,0,0,0
6.3824,0,0,0,0
6.3826,0,0,0,0
6.3828,0,0,0,0
6.383,0,0,0,0
6.3832,0,0,0,0
6.3834,0,0,0,0
6.3836,0,0,0,0
6.3838,0,0,0,0
6.384,0,0,0,0
6.3842,0,0,0,0
6.3844,0,0,0,0
6.3846,0,0,0,0
6.3848,0,0,0,0
6.385,0,0,0,0
6.3852,0,0,0,0
6.3854,0,0,0,0
6.3856,0,0,0,0
6.3858,0,0,0,0
6.386,0,0,0,0
6.3862,0,0,0,0
6.3864,0,0,0,0
6.3866,0,0,0,0
6.3868,0,0,0,0
6.387,0,0,0,0
6.3872,0,0,0,0
6.3874,0,0,0,0
6.3876,0,0,0,0
6.3878,0,0,0,0
6.388,0,0,0,0
6.3882,0,0,0,0
6.3884,0,0,0,0
6.3886,0,0,0,0
6.3888,0,0,0,0
6.389,0,0,0,0
6.3892,0,0,0,0
6.3894,0,0,0,0
6.3896,0,0,0,0
6.3898,0,0,0,0
6.39,0,0,0,0
6.3902,0,0,0,0
6.3904,0,0,0,0
6.3906,0,0,0,0
6.3908,0,0,0,0
6.391,0,0,0,0
6.3912,0,0,0,0
6.3914,0,0,0,0
6.3916,0,0,0,0
6.3918,0,0,0,0
6.392,0,0,0,0
6.3922,0,0,0,0
6.3924,0,0,0,0
6.3926,0,0,0,0
6.3928,0,0,0,0
6.393,0,0,0,0
6.3932,0,0,0,0
6.3934,0,0,0,0
6.3936,0,0,0,0
6.3938,0,0,0,0
6.394,0,0,0,0
6.3942,0,0,0,0
6.3944,0,0,0,0
6.3946,0,0,0,0
6.3948,0,0,0,0
6.395,0,0,0,0
6.3952,0,0,0,0
6.3954,0,0,0,0
6.3956,0,0,0,0
6.3958,0,0,0,0
6.396,0,0,0,0
6.3962,0,0,0,0
6.3964,0,0,0,0
6.3966,0,0,0,0
6.3968,0,0,0,0
6.397,0,0,0,0
6.3972,0,0,0,0
6.3974,0,0,0,0
6.3976,0,0,0,0
6.3978,0,0,0,0
6.398,0,0,0,0
6.3982,0,0,0,0
6.3984,0,0,0,0
6.3986,0,0,0,0
6.3988,0,0,0,0
6.399,0,0,0,0
6.3992,0,0,0,0
6.3994,0,0,0,0
6.3996,0,0,0,0
6.3998,0,0,0,0
6.4,0,0,0,0
6.4002,0,0,0,0
6.4004,0,0,0,0
6.4006,0,0,0,0
6.4008,0,0,0,0
6.401,0,0,0,0
6.4012,0,0,0,0
6.4014,0,0,0,0
6.4016,0,0,0,0
6.4018,0,0,0,0
6.402,0,0,0,0
6.4022,0,0,0,0
6.4024,0,0,0,0
6.4026,0,0,0,0
6.4028,0,0,0,0
6.403,0,0,0,0
6.4032,0,0,0,0
6.4034,0,0,0,0
6.4036,0,0,0,0
6.4038,0,0,0,0
6.404,0,0,0,0
6.4042,0,0,0,0
6.4044,0,0,0,0
6.4046,0,0,0,0
6.4048,0,0,0,0
6.405,0,0,0,0
6.4052,0,0,0,0
6.4054,0,0,0,0
6.4056,0,0,0,0
6.4058,0,0,0,0
6.406,0,0,0,0
6.4062,0,0,0,0
6.4064,0,0,0,0
6.4066,0,0,0,0
6.4068,0,0,0,0
6.407,0,0,0,0
6.4072,0,0,0,0
6.4074,0,0,0,0
6.4076,0,0,0,0
6.4078,0,0,0,0
6.408,0,0,0,0
6.4082,0,0,0,0
6.4084,0,0,0,0
6.4086,0,0,0,0
6.4088,0,0,0,0
6.409,0,0,0,0
6.4092,0,0,0,0
6.4094,0,0,0,0
6.4096,0,0,0,0
6.4098,0,0,0,0
6.41,0,0,0,0
6.4102,0,0,0,0
6.4104,0,0,0,0
6.4106,0,0,0,0
6.4108,0,0,0,0
6.411,0,0,0,0
6.4112,0,0,0,0
6.4114,0,0,0,0
6.4116,0,0,0,0
6.4118,0,0,0,0
6.412,0,0,0,0
6.4122,0,0,0,0
6.4124,0,0,0,0
6.4126,0,0,0,0
6.4128,0,0,0,0
6.413,0,0,0,0
6.4132,0,0,0,0
6.4134,0,0,0,0
6.4136,0,0,0,0
6.4138,0,0,0,0
6.414,0,0,0,0
6.4142,0,0,0,0
6.4144,0,0,0,0
6.4146,0,0,0,0
6.4148,0,0,0,0
6.415,0,0,0,0
6.4152,0,0,0,0
6.4154,0,0,0,0
6.4156,0,0,0,0
6.4158,0,0,0,0
6.416,0,0,0,0
6.4162,0,0,0,0
6.4164,0,0,0,0
6.4166,0,0,0,0
6.4168,0,0,0,0
6.417,0,0,0,0
6.4172,0,0,0,0
6.4174,0,0,0,0
6.4176,0,0,0,0
6.4178,0,0,0,0
6.418,0,0,0,0
6.4182,0,0,0,0
6.4184,0,0,0,0
6.4186,0,0,0,0
6.4188,0,0,0,0
6.419,0,0,0,0
6.4192,0,0,0,0
6.4194,0,0,0,0
6.4196,0,0,0,0
6.4198,0,0,0,0
6.42,0,0,0,0
6.4202,0,0,0,0
6.4204,0,0,0,0
6.4206,0,0,0,0
6.4208,0,0,0,0
6.421,0,0,0,0
6.4212,0,0,0,0
6.4214,0,0,0,0
6.4216,0,0,0,0
6.4218,0,0,0,0
6.422,0,0,0,0
6.4222,0,0,0,0
6.4224,0,0,0,0
6.4226,0,0,0,0
6.4228,0,0,0,0
6.423,0,0,0,0
6.4232,0,0,0,0
6.4234,0,0,0,0
6.4236,0,0,0,0
6.4238,0,0,0,0
6.424,0,0,0,0
6.4242,0,0,0,0
6.4244,0,0,0,0
6.4246,0,0,0,0
6.4248,0,0,0,0
6.425,0,0,0,0
6.4252,0,0,0,0
6.4254,0,0,0,0
6.4256,0,0,0,0
6.4258,0,0,0,0
6.426,0,0,0,0
6.4262,0,0,0,0
6.4264,0,0,0,0
6.4266,0,0,0,0
6.4268,0,0,0,0
6.427,0,0,0,0
6.4272,0,0,0,0
6.4274,0,0,0,0
6.4276,0,0,0,0
6.4278,0,0,0,0
6.428,0,0,0,0
6.4282,0,0,0,0
6.4284,0,0,0,0
6.4286,0,0,0,0
6.4288,0,0,0,0
6.429,0,0,0,0
6.4292,0,0,0,0
6.4294,0,0,0,0
6.4296,0,0,0,0
6.4298,0,0,0,0
6.43,0,0,0,0
6.4302,0,0,0,0
6.4304,0,0,0,0
6.4306,0,0,0,0
6.4308,0,0,0,0
6.431,0,0,0,0
6.4312,0,0,0,0
6.4314,0,0,0,0
6.4316,0,0,0,0
6.4318,0,0,0,0
6.432,0,0,0,0
6.4322,0,0,0,0
6.4324,0,0,0,0
6.4326,0,0,0,0
6.4328,0,0,0,0
6.433,0,0,0,0
6.4332,0,0,0,0
6.4334,0,0,0,0
6.4336,0,0,0,0
6.4338,0,0,0,0
6.434,0,0,0,0
6.4342,0,0,0,0
6.4344,0,0,0,0
6.4346,0,0,0,0
6.4348,0,0,0,0
6.435,0,0,0,0
6.4352,0,0,0,0
6.4354,0,0,0,0
6.4356,0,0,0,0
6.4358,0,0,0,0
6.436,0,0,0,0
6.4362,0,0,0,0
6.4364,0,0,0,0
6.4366,0,0,0,0
6.4368,0,0,0,0
6.437,0,0,0,0
6.4372,0,0,0,0
6.4374,0,0,0,0
6.4376,0,0,0,0
6.4378,0,0,0,0
6.438,0,0,0,0
6.4382,0,0,0,0
6.4384,0,0,0,0
6.4386,0,0,0,0
6.4388,0,0,0,0
6.439,0,0,0,0
6.4392,0,0,0,0
6.4394,0,0,0,0
6.4396,0,0,0,0
6.4398,0,0,0,0
6.44,0,0,0,0
6.4402,0,0,0,0
6.4404,0,0,0,0
6.4406,0,0,0,0
6.4408,0,0,0,0
6.441,0,0,0,0
6.4412,0,0,0,0
6.4414,0,0,0,0
6.4416,0,0,0,0
6.4418,0,0,0,0
6.442,0,0,0,0
6.4422,0,0,0,0
6.4424,0,0,0,0
6.4426,0,0,0,0
6.4428,0,0,0,0
6.443,0,0,0,0
6.4432,0,0,0,0
6.4434,0,0,0,0
6.4436,0,0,0,0
6.4438,0,0,0,0
6.444,0,0,0,0
6.4442,0,0,0,0
6.4444,0,0,0,0
6.4446,0,0,0,0
6.4448,0,0,0,0
6.445,0,0,0,0
6.4452,0,0,0,0
6.4454,0,0,0,0
6.4456,0,0,0,0
6.4458,0,0,0,0
6.446,0,0,0,0
6.4462,0,0,0,0
6.4464,0,0,0,0
6.4466,0,0,0,0
6.4468,0,0,0,0
6.447,0,0,0,0
6.4472,0,0,0,0
6.4474,0,0,0,0
6.4476,0,0,0,0
6.4478,0,0,0,0
6.448,0,0,0,0
6.4482,0,0,0,0
6.4484,0,0,0,0
6.4486,0,0,0,0
6.4488,0,0,0,0
6.449,0,0,0,0
6.4492,0,0,0,0
6.4494,0,0,0,0
6.4496,0,0,0,0
6.4498,0,0,0,0
6.45,0,0,0,0
6.4502,0,0,0,0
6.4504,0,0,0,0
6.4506,0,0,0,0
6.4508,0,0,0,0
6.451,0,0,0,0
6.4512,0,0,0,0
6.4514,0,0,0,0
6.4516,0,0,0,0
6.4518,0,0,0,0
6.452,0,0,0,0
6.4522,0,0,0,0
6.4524,0,0,0,0
6.4526,0,0,0,0
6.4528,0,0,0,0
6.453,0,0,0,0
6.4532,0,0,0,0
6.4534,0,0,0,0
6.4536,0,0,0,0
6.4538,0,0,0,0
6.454,0,0,0,0
6.4542,0,0,0,0
6.4544,0,0,0,0
6.4546,0,0,0,0
6.4548,0,0,0,0
6.455,0,0,0,0
6.4552,0,0,0,0
6.4554,0,0,0,0
6.4556,0,0,0,0
6.4558,0,0,0,0
6.456,0,0,0,0
6.4562,0,0,0,0
6.4564,0,0,0,0
6.4566,0,0,0,0
6.4568,0,0,0,0
6.457,0,0,0,0
6.4572,0,0,0,0
6.4574,0,0,0,0
6.4576,0,0,0,0
6.4578,0,0,0,0
6.458,0,0,0,0
6.4582,0,0,0,0
6.4584,0,0,0,0
6.4586,0,0,0,0
6.4588,0,0,0,0
6.459,0,0,0,0
6.4592,0,0,0,0
6.4594,0,0,0,0
6.4596,0,0,0,0
6.4598,0,0,0,0
6.46,0,0,0,0
6.4602,0,0,0,0
6.4604,0,0,0,0
6.4606,0,0,0,0
6.4608,0,0,0,0
6.461,0,0,0,0
6.4612,0,0,0,0
6.4614,0,0,0,0
6.4616,0,0,0,0
6.4618,0,0,0,0
6.462,0,0,0,0
6.4622,0,0,0,0
6.4624,0,0,0,0
6.4626,0,0,0,0
6.4628,0,0,0,0
6.463,0,0,0,0
6.4632,0,0,0,0
6.4634,0,0,0,0
6.4636,0,0,0,0
6.4638,0,0,0,0
6.464,0,0,0,0
6.4642,0,0,0,0
6.4644,0,0,0,0
6.4646,0,0,0,0
6.4648,0,0,0,0
6.465,0,0,0,0
6.4652,0,0,0,0
6.4654,0,0,0,0
6.4656,0,0,0,0
6.4658,0,0,0,0
6.466,0,0,0,0
6.4662,0,0,0,0
6.4664,0,0,0,0
6.4666,0,0,0,0
6.4668,0,0,0,0
6.467,0,0,0,0
6.4672,0,0,0,0
6.4674,0,0,0,0
6.4676,0,0,0,0
6.4678,0,0,0,0
6.468,0,0,0,0
6.4682,0,0,0,0
6.4684,0,0,0,0
6.4686,0,0,0,0
6.4688,0,0,0,0
6.469,0,0,0,0
6.4692,0,0,0,0
6.4694,0,0,0,0
6.4696,0,0,0,0
6.4698,0,0,0,0
6.47,0,0,0,0
6.4702,0,0,0,0
6.4704,0,0,0,0
6.4706,0,0,0,0
6.4708,0,0,0,0
6.471,0,0,0,0
6.4712,0,0,0,0
6.4714,0,0,0,0
6.4716,0,0,0,0
6.4718,0,0,0,0
6.472,0,0,0,0
6.4722,0,0,0,0
6.4724,0,0,0,0
6.4726,0,0,0,0
6.4728,0,0,0,0
6.473,0,0,0,0
6.4732,0,0,0,0
6.4734,0,0,0,0
6.4736,0,0,0,0
6.4738,0,0,0,0
6.474,0,0,0,0
6.4742,0,0,0,0
6.4744,0,0,0,0
6.4746,0,0,0,0
6.4748,0,0,0,0
6.475,0,0,0,0
6.4752,0,0,0,0
6.4754,0,0,0,0
6.4756,0,0,0,0
6.4758,0,0,0,0
6.476,0,0,0,0
6.4762,0,0,0,0
6.4764,0,0,0,0
6.4766,0,0,0,0
6.4768,0,0,0,0
6.477,0,0,0,0
6.4772,0,0,0,0
6.4774,0,0,0,0
6.4776,0,0,0,0
6.4778,0,0,0,0
6.478,0,0,0,0
6.4782,0,0,0,0
6.4784,0,0,0,0
6.4786,0,0,0,0
6.4788,0,0,0,0
6.479,0,0,0,0
6.4792,0,0,0,0
6.4794,0,0,0,0
6.4796,0,0,0,0
6.4798,0,0,0,0
6.48,0,0,0,0
6.4802,0,0,0,0
6.4804,0,0,0,0
6.4806,0,0,0,0
6.4808,0,0,0,0
6.481,0,0,0,0
6.4812,0,0,0,0
6.4814,0,0,0,0
6.4816,0,0,0,0
6.4818,0,0,0,0
6.482,0,0,0,0
6.4822,0,0,0,0
6.4824,0,0,0,0
6.4826,0,0,0,0
6.4828,0,0,0,0
6.483,0,0,0,0
6.4832,0,0,0,0
6.4834,0,0,0,0
6.4836,0,0,0,0
6.4838,0,0,0,0
6.484,0,0,0,0
6.4842,0,0,0,0
6.4844,0,0,0,0
6.4846,0,0,0,0
6.4848,0,0,0,0
6.485,0,0,0,0
6.4852,0,0,0,0
6.4854,0,0,0,0
6.4856,0,0,0,0
6.4858,0,0,0,0
6.486,0,0,0,0
6.4862,0,0,0,0
6.4864,0,0,0,0
6.4866,0,0,0,0
6.4868,0,0,0,0
6.487,0,0,0,0
6.4872,0,0,0,0
6.4874,0,0,0,0
6.4876,0,0,0,0
6.4878,0,0,0,0
6.488,0,0,0,0
6.4882,0,0,0,0
6.4884,0,0,0,0
6.4886,0,0,0,0
6.4888,0,0,0,0
6.489,0,0,0,0
6.4892,0,0,0,0
6.4894,0,0,0,0
6.4896,0,0,0,0
6.4898,0,0,0,0
6.49,0,0,0,0
6.4902,0,0,0,0
6.4904,0,0,0,0
6.4906,0,0,0,0
6.4908,0,0,0,0
6.491,0,0,0,0
6.4912,0,0,0,0
6.4914,0,0,0,0
6.4916,0,0,0,0
6.4918,0,0,0,0
6.492,0,0,0,0
6.4922,0,0,0,0
6.4924,0,0,0,0
6.4926,0,0,0,0
6.4928,0,0,0,0
6.493,0,0,0,0
6.4932,0,0,0,0
6.4934,0,0,0,0
6.4936,0,0,0,0
6.4938,0,0,0,0
6.494,0,0,0,0
6.4942,0,0,0,0
6.4944,0,0,0,0
6.4946,0,0,0,0
6.4948,0,0,0,0
6.495,0,0,0,0
6.4952,0,0,0,0
6.4954,0,0,0,0
6.4956,0,0,0,0
6.4958,0,0,0,0
6.496,0,0,0,0
6.4962,0,0,0,0
6.4964,0,0,0,0
6.4966,0,0,0,0
6.4968,0,0,0,0
6.497,0,0,0,0
6.4972,0,0,0,0
6.4974,0,0,0,0
6.4976,0,0,0,0
6.4978,0,0,0,0
6.498,0,0,0,0
6.4982,0,0,0,0
6.4984,0,0,0,0
6.4986,0,0,0,0
6.4988,0,0,0,0
6.499,0,0,0,0
6.4992,0,0,0,0
6.4994,0,0,0,0
6.4996,0,0,0,0
6.4998,0,0,0,0
6.5,0,0,0,0
6.5002,0,0,0,0
6.5004,0,0,0,0
6.5006,0,0,0,0
6.5008,0,0,0,0
6.501,0,0,0,0
6.5012,0,0,0,0
6.5014,0,0,0,0
6.5016,0,0,0,0
6.5018,0,0,0,0
6.502,0,0,0,0
6.5022,0,0,0,0
6.5024,0,0,0,0
6.5026,0,0,0,0
6.5028,0,0,0,0
6.503,0,0,0,0
6.5032,0,0,0,0
6.5034,0,0,0,0
6.5036,0,0,0,0
6.5038,0,0,0,0
6.504,0,0,0,0
6.5042,0,0,0,0
6.5044,0,0,0,0
6.5046,0,0,0,0
6.5048,0,0,0,0
6.505,0,0,0,0
6.5052,0,0,0,0
6.5054,0,0,0,0
6.5056,0,0,0,0
6.5058,0,0,0,0
6.506,0,0,0,0
6.5062,0,0,0,0
6.5064,0,0,0,0
6.5066,0,0,0,0
6.5068,0,0,0,0
